SubjectID,Gender,Age,BlockType,BlockNumber,TrialNumber,Stimulus,IsTarget,Response,RT,Correct,VAS_Baseline,VAS_PostBlock,Timestamp
yfx,F,27,0,1,1,W,0,RIGHT,0.869665788020939,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,2,Q,0,RIGHT,0.361241528997198,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,3,K,0,RIGHT,0.500697587034665,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,4,F,0,RIGHT,0.398959824931808,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,5,L,0,RIGHT,0.375553400022909,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,6,M,0,LEFT,0.701333023956977,0,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,7,D,0,RIGHT,0.220855141058564,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,8,P,0,RIGHT,0.362535182037391,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,9,G,0,RIGHT,0.424373166984878,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,10,K,0,RIGHT,0.349981121020392,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,11,P,0,RIGHT,0.247620888985693,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,12,H,0,RIGHT,0.299160034046508,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,13,M,1,RIGHT,0.307506217970513,0,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,14,Q,0,RIGHT,0.319583941018209,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,15,H,0,RIGHT,0.391831039916724,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,16,V,0,RIGHT,0.398557095904835,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,17,Z,0,RIGHT,0.521209219936281,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,18,S,0,RIGHT,0.404178995988332,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,19,J,0,RIGHT,0.475881097954698,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,20,P,0,RIGHT,0.483144119963981,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,21,D,0,RIGHT,0.406547239050269,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,22,X,0,RIGHT,0.391784065053798,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,23,W,0,RIGHT,0.368746972060762,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,24,V,0,RIGHT,0.421318228007294,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,25,H,0,RIGHT,0.503735616919585,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,26,P,0,RIGHT,0.384495374979451,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,27,B,0,RIGHT,0.423760144039989,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,28,L,0,RIGHT,0.341405806015246,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,29,M,1,LEFT,0.406494801049121,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,30,F,0,RIGHT,0.2987731579924,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,31,F,0,RIGHT,0.336319445050322,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,32,L,0,RIGHT,0.342919470043853,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,33,C,0,RIGHT,0.368606934905984,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,34,M,1,LEFT,0.572712666005827,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,35,M,0,LEFT,0.527248903992586,0,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,36,R,0,RIGHT,0.348409464932047,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,37,R,0,RIGHT,0.328933578915894,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,38,Q,0,RIGHT,0.38798501691781,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,39,B,0,RIGHT,0.360385276959278,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,40,C,0,RIGHT,0.311189090949483,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,41,M,1,LEFT,0.553447925020009,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,42,N,0,RIGHT,0.469252533046529,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,43,R,0,RIGHT,0.35618050803896,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,44,L,0,RIGHT,0.334918949054554,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,45,V,0,RIGHT,0.452786670997739,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,46,S,0,RIGHT,0.344573569018394,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,47,Z,0,RIGHT,0.347720487974584,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,48,M,1,LEFT,0.522210633032955,1,30,40,2025-11-25 16:35:11
yfx,F,27,0,1,49,M,1,LEFT,0.479222688009031,1,30,40,2025-11-25 16:35:11
